Invoice_ID,Branch,City,Customer_type,Gender,Product_line, unit_price ,Quantity,Tax_5%,Total,Date,Time,Payment,gross_margin_percentage,gross_income,Rating
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories, ? 47.00 ,2,9.989, ? 103.99 ,2/26/2019,11:48:00,Ewallet,476.19%,9.989,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel, ? 64.00 ,8,30.368, ? 542.37 ,3/20/2019,14:14:00,Cash,476.19%,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories, ? 88.00 ,2,6.322, ? 182.32 ,01-01-2019,15:51:00,Cash,476.19%,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages, ? 78.00 ,6,27.072, ? 495.07 ,1/27/2019,11:17:00,Cash,476.19%,27.072,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel, ? 56.00 ,1,4.907, ? 60.91 ,1/21/2019,17:36:00,Cash,476.19%,4.907,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel, ? 98.00 ,8,20.608, ? 804.61 ,02-02-2019,15:47:00,Cash,476.19%,20.608,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel, ? 45.00 ,1,3.699, ? 48.70 ,02-03-2019,15:53:00,Credit card,476.19%,3.699,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories, ? 68.00 ,1,1.595, ? 69.60 ,01-05-2019,12:40:00,Ewallet,476.19%,1.595,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 45.00 ,2,6.94, ? 96.94 ,1/27/2019,19:48:00,Ewallet,476.19%,6.94,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel, ? 78.00 ,2,9.331, ? 165.33 ,3/25/2019,17:53:00,Cash,476.19%,9.331,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel, ? 53.00 ,1,4.423, ? 57.42 ,2/25/2019,16:36:00,Credit card,476.19%,4.423,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories, ? 52.00 ,8,9.672, ? 425.67 ,1/28/2019,20:54:00,Ewallet,476.19%,9.672,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel, ? 66.00 ,3,7.275, ? 205.28 ,01-08-2019,12:50:00,Cash,476.19%,7.275,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages, ? 45.00 ,6,25.215, ? 295.22 ,1/29/2019,10:48:00,Credit card,476.19%,25.215,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty, ? 45.00 ,5,15.323, ? 240.32 ,3/29/2019,14:28:00,Cash,476.19%,15.323,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle, ? 77.00 ,6,4.785, ? 466.79 ,02-09-2019,17:15:00,Credit card,476.19%,4.785,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel, ? 80.00 ,7,31.759, ? 591.76 ,1/16/2019,18:03:00,Credit card,476.19%,31.759,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle, ? 97.00 ,5,10.728, ? 495.73 ,01-05-2019,17:29:00,Ewallet,476.19%,10.728,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories, ? 65.00 ,7,18.998, ? 474.00 ,1/27/2019,18:05:00,Ewallet,476.19%,18.998,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories, ? 82.00 ,7,34.843, ? 608.84 ,3/14/2019,12:07:00,Cash,476.19%,34.843,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel, ? 93.00 ,7,20.437, ? 671.44 ,2/23/2019,19:49:00,Credit card,476.19%,20.437,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories, ? 79.00 ,1,2.574, ? 81.57 ,3/18/2019,15:52:00,Ewallet,476.19%,2.574,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty, ? 75.00 ,5,13.715, ? 388.72 ,3/29/2019,16:48:00,Ewallet,476.19%,13.715,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle, ? 62.00 ,5,9.848, ? 319.85 ,1/22/2019,20:46:00,Credit card,476.19%,9.848,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle, ? 65.00 ,2,3.473, ? 133.47 ,03-01-2019,18:14:00,Ewallet,476.19%,3.473,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel, ? 54.00 ,5,17.98, ? 287.98 ,1/17/2019,15:05:00,Credit card,476.19%,17.98,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories, ? 58.00 ,3,6.857, ? 180.86 ,3/26/2019,10:34:00,Credit card,476.19%,6.857,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle, ? 47.00 ,6,24.951, ? 306.95 ,3/20/2019,11:23:00,Cash,476.19%,24.951,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle, ? 57.00 ,6,11.232, ? 353.23 ,02-06-2019,13:55:00,Credit card,476.19%,11.232,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty, ? 68.00 ,2,6.287, ? 142.29 ,01-01-2019,11:43:00,Cash,476.19%,6.287,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages, ? 93.00 ,6,24.513, ? 582.51 ,1/27/2019,14:36:00,Credit card,476.19%,24.513,8
719-89-8991,A,Yangon,Member,Female,Sports and travel, ? 82.00 ,5,22.853, ? 432.85 ,2/25/2019,16:03:00,Ewallet,476.19%,22.853,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories, ? 60.00 ,4,7.842, ? 247.84 ,1/16/2019,20:03:00,Credit card,476.19%,7.842,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories, ? 69.00 ,2,5.986, ? 143.99 ,1/13/2019,14:55:00,Ewallet,476.19%,5.986,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages, ? 97.00 ,10,27.18, ? 997.18 ,02-07-2019,11:28:00,Credit card,476.19%,27.18,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel, ? 52.00 ,9,44.141, ? 512.14 ,2/17/2019,19:41:00,Cash,476.19%,44.141,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty, ? 58.00 ,6,7.629, ? 355.63 ,02-12-2019,19:01:00,Ewallet,476.19%,7.629,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories, ? 86.00 ,8,34.672, ? 722.67 ,1/24/2019,18:04:00,Credit card,476.19%,34.672,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories, ? 68.00 ,10,11.475, ? 691.48 ,02-06-2019,19:20:00,Ewallet,476.19%,11.475,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages, ? 98.00 ,9,7.34, ? 889.34 ,3/26/2019,10:31:00,Ewallet,476.19%,7.34,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle, ? 96.00 ,5,7.08, ? 487.08 ,03-11-2019,13:28:00,Ewallet,476.19%,7.08,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 94.00 ,7,5.835, ? 663.83 ,02-07-2019,11:36:00,Ewallet,476.19%,5.835,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories, ? 45.00 ,1,3.698, ? 48.70 ,01-05-2019,11:32:00,Credit card,476.19%,3.698,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle, ? 72.00 ,1,4.897, ? 76.90 ,03-07-2019,11:44:00,Ewallet,476.19%,4.897,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories, ? 100.00 ,4,14.61, ? 414.61 ,2/25/2019,17:16:00,Credit card,476.19%,14.61,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages, ? 87.00 ,6,26.244, ? 548.24 ,02-01-2019,18:43:00,Ewallet,476.19%,26.244,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle, ? 67.00 ,3,4.602, ? 205.60 ,1/22/2019,11:00:00,Ewallet,476.19%,4.602,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty, ? 47.00 ,1,3.794, ? 50.79 ,01-03-2019,10:30:00,Credit card,476.19%,3.794,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel, ? 77.00 ,4,4.036, ? 312.04 ,2/13/2019,12:14:00,Credit card,476.19%,4.036,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories, ? 73.00 ,6,5.631, ? 443.63 ,1/28/2019,16:43:00,Credit card,476.19%,5.631,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages, ? 85.00 ,1,3.56, ? 88.56 ,01-05-2019,20:40:00,Credit card,476.19%,3.56,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle, ? 86.00 ,4,7.762, ? 351.76 ,3/19/2019,13:40:00,Ewallet,476.19%,7.762,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories, ? 61.00 ,10,14.71, ? 624.71 ,01-12-2019,16:23:00,Ewallet,476.19%,14.71,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel, ? 86.00 ,9,27.428, ? 801.43 ,01-07-2019,12:08:00,Credit card,476.19%,27.428,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel, ? 97.00 ,5,12.885, ? 497.89 ,1/26/2019,17:45:00,Cash,476.19%,12.885,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories, ? 52.00 ,6,19.818, ? 331.82 ,1/23/2019,10:28:00,Cash,476.19%,19.818,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories, ? 92.00 ,3,8.591, ? 284.59 ,02-09-2019,20:31:00,Ewallet,476.19%,8.591,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories, ? 55.00 ,9,24.44, ? 519.44 ,2/22/2019,10:49:00,Cash,476.19%,24.44,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty, ? 89.00 ,9,26.208, ? 827.21 ,02-05-2019,12:34:00,Cash,476.19%,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories, ? 45.00 ,6,6.663, ? 276.66 ,03-07-2019,10:23:00,Credit card,476.19%,6.663,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories, ? 48.00 ,7,6.762, ? 342.76 ,3/25/2019,18:51:00,Cash,476.19%,6.762,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle, ? 99.00 ,3,5.622, ? 302.62 ,1/20/2019,13:45:00,Credit card,476.19%,5.622,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories, ? 46.00 ,2,7.204, ? 99.20 ,02-04-2019,19:38:00,Cash,476.19%,7.204,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages, ? 46.00 ,10,49.26, ? 509.26 ,1/30/2019,20:23:00,Ewallet,476.19%,49.26,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages, ? 67.00 ,6,12.498, ? 414.50 ,01-02-2019,15:24:00,Ewallet,476.19%,12.498,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle, ? 59.00 ,3,10.863, ? 187.86 ,3/29/2019,16:54:00,Ewallet,476.19%,10.863,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories, ? 84.00 ,9,9.711, ? 765.71 ,3/14/2019,12:32:00,Cash,476.19%,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages, ? 47.00 ,10,44.6, ? 514.60 ,02-11-2019,15:42:00,Credit card,476.19%,44.6,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories, ? 45.00 ,8,16.968, ? 376.97 ,1/30/2019,13:58:00,Ewallet,476.19%,16.968,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories, ? 72.00 ,6,22.353, ? 454.35 ,3/20/2019,15:08:00,Ewallet,476.19%,22.353,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories, ? 78.00 ,2,9.925, ? 165.93 ,3/20/2019,13:02:00,Cash,476.19%,9.925,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages, ? 84.00 ,10,40.605, ? 880.61 ,1/17/2019,13:01:00,Credit card,476.19%,40.605,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel, ? 77.00 ,10,24.665, ? 794.67 ,02-03-2019,16:40:00,Credit card,476.19%,24.665,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories, ? 78.00 ,9,29.583, ? 731.58 ,01-01-2019,13:55:00,Cash,476.19%,29.583,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories, ? 82.00 ,7,27.951, ? 601.95 ,01-10-2019,10:33:00,Credit card,476.19%,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel, ? 64.00 ,7,25.893, ? 473.89 ,03-02-2019,16:42:00,Ewallet,476.19%,25.893,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle, ? 83.00 ,5,20.51, ? 435.51 ,2/25/2019,17:16:00,Credit card,476.19%,20.51,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel, ? 80.00 ,10,13.335, ? 813.34 ,1/29/2019,11:48:00,Cash,476.19%,13.335,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages, ? 67.00 ,7,3.546, ? 472.55 ,03-10-2019,19:35:00,Ewallet,476.19%,3.546,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages, ? 51.00 ,2,7.239, ? 109.24 ,1/13/2019,19:55:00,Credit card,476.19%,7.239,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel, ? 83.00 ,5,21.478, ? 436.48 ,3/22/2019,14:33:00,Credit card,476.19%,21.478,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories, ? 74.00 ,7,28.459, ? 546.46 ,03-01-2019,19:49:00,Ewallet,476.19%,28.459,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages, ? 69.00 ,4,12.06, ? 288.06 ,2/20/2019,18:43:00,Cash,476.19%,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages, ? 97.00 ,4,6.354, ? 394.35 ,1/14/2019,14:43:00,Ewallet,476.19%,6.354,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty, ? 69.00 ,4,12.854, ? 288.85 ,3/26/2019,13:54:00,Cash,476.19%,12.854,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty, ? 72.00 ,2,6.951, ? 150.95 ,03-01-2019,12:15:00,Ewallet,476.19%,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages, ? 49.00 ,3,4.083, ? 151.08 ,01-07-2019,12:37:00,Cash,476.19%,4.083,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty, ? 98.00 ,4,15.536, ? 407.54 ,02-01-2019,19:54:00,Cash,476.19%,15.536,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories, ? 62.00 ,2,9.298, ? 133.30 ,2/13/2019,15:06:00,Credit card,476.19%,9.298,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories, ? 46.00 ,4,3.616, ? 187.62 ,1/14/2019,18:03:00,Credit card,476.19%,3.616,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel, ? 86.00 ,3,9.459, ? 267.46 ,1/19/2019,15:58:00,Ewallet,476.19%,9.459,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty, ? 46.00 ,4,10.342, ? 194.34 ,03-09-2019,13:53:00,Credit card,476.19%,10.342,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages, ? 58.00 ,3,7.851, ? 181.85 ,3/27/2019,14:03:00,Cash,476.19%,7.851,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel, ? 61.00 ,5,10.765, ? 315.77 ,02-04-2019,16:38:00,Ewallet,476.19%,10.765,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories, ? 95.00 ,10,29.805, ? 979.81 ,3/14/2019,11:07:00,Cash,476.19%,29.805,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty, ? 70.00 ,5,3.655, ? 353.66 ,03-04-2019,12:23:00,Cash,476.19%,3.655,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty, ? 97.00 ,6,13.959, ? 595.96 ,03-03-2019,10:54:00,Credit card,476.19%,13.959,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle, ? 68.00 ,7,8.484, ? 484.48 ,1/27/2019,17:38:00,Ewallet,476.19%,8.484,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel, ? 66.00 ,1,2.279, ? 68.28 ,02-07-2019,14:13:00,Cash,476.19%,2.279,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel, ? 80.00 ,3,11.28, ? 251.28 ,02-05-2019,11:51:00,Ewallet,476.19%,11.28,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel, ? 69.00 ,3,14.52, ? 221.52 ,3/15/2019,13:05:00,Cash,476.19%,14.52,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty, ? 53.00 ,3,2.223, ? 161.22 ,03-01-2019,11:30:00,Credit card,476.19%,2.223,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages, ? 64.00 ,3,7.83, ? 199.83 ,2/15/2019,13:30:00,Credit card,476.19%,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel, ? 85.00 ,9,20.997, ? 786.00 ,2/17/2019,19:11:00,Ewallet,476.19%,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories, ? 58.00 ,5,9.213, ? 299.21 ,1/26/2019,18:53:00,Cash,476.19%,9.213,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle, ? 56.00 ,2,7.032, ? 119.03 ,3/24/2019,14:22:00,Ewallet,476.19%,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories, ? 65.00 ,1,4.154, ? 69.15 ,1/23/2019,17:16:00,Ewallet,476.19%,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories, ? 98.00 ,1,3.25, ? 101.25 ,1/26/2019,10:06:00,Credit card,476.19%,3.25,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages, ? 55.00 ,10,38.78, ? 588.78 ,3/14/2019,20:35:00,Ewallet,476.19%,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel, ? 71.00 ,6,16.353, ? 442.35 ,3/17/2019,13:54:00,Ewallet,476.19%,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories, ? 90.00 ,7,18.162, ? 648.16 ,01-08-2019,20:08:00,Cash,476.19%,18.162,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle, ? 69.00 ,4,6.35, ? 282.35 ,02-08-2019,15:26:00,Cash,476.19%,6.35,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories, ? 55.00 ,7,18.778, ? 403.78 ,02-10-2019,12:56:00,Ewallet,476.19%,18.778,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages, ? 69.00 ,4,9.958, ? 285.96 ,3/28/2019,19:16:00,Credit card,476.19%,9.958,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories, ? 63.00 ,1,1.531, ? 64.53 ,1/23/2019,12:20:00,Ewallet,476.19%,1.531,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages, ? 52.00 ,2,5.789, ? 109.79 ,1/17/2019,10:37:00,Ewallet,476.19%,5.789,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories, ? 80.00 ,1,1.448, ? 81.45 ,02-07-2019,10:18:00,Credit card,476.19%,1.448,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages, ? 50.00 ,9,44.537, ? 494.54 ,03-09-2019,11:23:00,Cash,476.19%,44.537,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories, ? 79.00 ,3,13.983, ? 250.98 ,1/24/2019,11:45:00,Cash,476.19%,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel, ? 98.00 ,1,4.047, ? 102.05 ,1/19/2019,16:08:00,Credit card,476.19%,4.047,9
443-59-0061,A,Yangon,Member,Male,Food and beverages, ? 66.00 ,10,33.725, ? 693.73 ,02-03-2019,11:25:00,Ewallet,476.19%,33.725,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel, ? 68.00 ,9,17.424, ? 629.42 ,3/20/2019,12:24:00,Ewallet,476.19%,17.424,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel, ? 87.00 ,6,21.78, ? 543.78 ,1/13/2019,19:51:00,Cash,476.19%,21.78,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories, ? 62.00 ,5,21.978, ? 331.98 ,3/14/2019,18:10:00,Ewallet,476.19%,21.978,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages, ? 45.00 ,6,29.559, ? 299.56 ,1/23/2019,11:22:00,Credit card,476.19%,29.559,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories, ? 61.00 ,6,13.038, ? 379.04 ,02-07-2019,17:55:00,Ewallet,476.19%,13.038,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages, ? 87.00 ,3,10.752, ? 271.75 ,3/28/2019,15:30:00,Credit card,476.19%,10.752,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages, ? 75.00 ,1,4.581, ? 79.58 ,3/20/2019,19:44:00,Cash,476.19%,4.581,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle, ? 92.00 ,7,33.107, ? 677.11 ,1/17/2019,15:27:00,Credit card,476.19%,33.107,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories, ? 70.00 ,10,41.625, ? 741.63 ,01-12-2019,11:25:00,Credit card,476.19%,41.625,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories, ? 45.00 ,1,4.568, ? 49.57 ,2/16/2019,15:42:00,Cash,476.19%,4.568,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages, ? 66.00 ,2,7.888, ? 139.89 ,1/26/2019,16:04:00,Cash,476.19%,7.888,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel, ? 69.00 ,2,6.087, ? 144.09 ,03-09-2019,12:37:00,Ewallet,476.19%,6.087,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty, ? 87.00 ,10,41.29, ? 911.29 ,3/14/2019,14:41:00,Cash,476.19%,41.29,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle, ? 91.00 ,3,7.995, ? 281.00 ,1/25/2019,14:19:00,Ewallet,476.19%,7.995,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories, ? 47.00 ,1,0.605, ? 47.60 ,1/26/2019,18:19:00,Credit card,476.19%,0.605,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel, ? 57.00 ,10,32.095, ? 602.10 ,1/19/2019,14:08:00,Credit card,476.19%,32.095,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories, ? 66.00 ,3,11.747, ? 209.75 ,03-05-2019,16:38:00,Ewallet,476.19%,11.747,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages, ? 57.00 ,2,8.377, ? 122.38 ,1/15/2019,10:54:00,Credit card,476.19%,8.377,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle, ? 45.00 ,3,14.955, ? 149.96 ,3/18/2019,11:29:00,Ewallet,476.19%,14.955,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages, ? 65.00 ,3,11.987, ? 206.99 ,3/20/2019,19:28:00,Credit card,476.19%,11.987,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty, ? 47.00 ,10,33.235, ? 503.24 ,1/15/2019,15:01:00,Credit card,476.19%,33.235,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty, ? 57.00 ,7,10.133, ? 409.13 ,03-03-2019,20:31:00,Credit card,476.19%,10.133,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories, ? 51.00 ,1,2.31, ? 53.31 ,3/19/2019,12:16:00,Cash,476.19%,2.31,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages, ? 71.00 ,5,4.408, ? 359.41 ,03-08-2019,15:27:00,Cash,476.19%,4.408,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories, ? 62.00 ,3,7.863, ? 193.86 ,2/27/2019,17:36:00,Ewallet,476.19%,7.863,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages, ? 71.00 ,3,14.819, ? 227.82 ,2/23/2019,20:00:00,Ewallet,476.19%,14.819,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories, ? 89.00 ,8,35.42, ? 747.42 ,3/19/2019,15:29:00,Ewallet,476.19%,35.42,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories, ? 93.00 ,2,5.567, ? 191.57 ,3/27/2019,15:08:00,Ewallet,476.19%,5.567,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages, ? 59.00 ,8,29.008, ? 501.01 ,3/30/2019,19:26:00,Credit card,476.19%,29.008,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories, ? 68.00 ,5,3.013, ? 343.01 ,2/16/2019,15:53:00,Ewallet,476.19%,3.013,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle, ? 71.00 ,9,8.712, ? 647.71 ,1/18/2019,18:43:00,Ewallet,476.19%,8.712,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty, ? 61.00 ,6,21.063, ? 387.06 ,3/30/2019,14:58:00,Cash,476.19%,21.063,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories, ? 50.00 ,1,1.682, ? 51.68 ,3/20/2019,19:55:00,Cash,476.19%,1.682,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel, ? 83.00 ,2,1.549, ? 167.55 ,1/16/2019,15:10:00,Cash,476.19%,1.549,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories, ? 52.00 ,10,12.37, ? 532.37 ,2/24/2019,16:44:00,Cash,476.19%,12.37,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories, ? 52.00 ,5,18.915, ? 278.92 ,1/15/2019,18:22:00,Ewallet,476.19%,18.915,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty, ? 96.00 ,6,16.743, ? 592.74 ,1/22/2019,11:52:00,Cash,476.19%,16.743,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle, ? 82.00 ,10,36.39, ? 856.39 ,02-03-2019,17:24:00,Cash,476.19%,36.39,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel, ? 80.00 ,9,16.794, ? 736.79 ,03-06-2019,15:31:00,Ewallet,476.19%,16.794,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories, ? 56.00 ,4,12.036, ? 236.04 ,2/16/2019,18:04:00,Credit card,476.19%,12.036,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories, ? 46.00 ,3,2.354, ? 140.35 ,3/14/2019,14:13:00,Credit card,476.19%,2.354,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories, ? 59.00 ,1,4.985, ? 63.98 ,2/27/2019,10:23:00,Credit card,476.19%,4.985,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories, ? 59.00 ,3,13.223, ? 190.22 ,1/18/2019,10:11:00,Ewallet,476.19%,13.223,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel, ? 95.00 ,5,6.983, ? 481.98 ,1/29/2019,15:48:00,Cash,476.19%,6.983,5.9
